,postId,adjusted_job_title_similarity,adjusted_job_industry_similarity,adjusted_company_size,adjusted_job_sector,adjusted_company_culture,adjusted_work_model,adjusted_salary_expectation,adjusted_role_type,descriptions_similarity_to_resume_norm,adjusted_distance_score,pay_average_norm
203,79069661,0.21252736,0.3721153,-1.5,1,0.2635286,0,0.13830583,0.6666666666666667,0.6382355,0.5264213239339337,0.774713740951771
204,79070470,0.2957297,0.3721153,-1.5,1,0.5615379,1,0.6832856,0.6666666666666667,0.4201604,0.5264213239339337,0.4475606844539122
205,79073170,0.7387438,0.3721153,-1.5,1,0.32669237,0,0.33500668,0.6666666666666667,0.778945,0.5264213239339337,0.4475606844539122
206,79080216,0.8775299,0.3721153,-1.5,1,0.4383629,1,0.501847,0.6666666666666667,0.42120922,0.3490678893147123,0.4428967299557801
207,79090762,0.68884015,0.3721153,-1.5,1,1.0,1,0.40725508,0.6666666666666667,0.0,0.4803139268368668,0.4475606844539122
208,79097301,0.25385898,0.3721153,-1.5,1,0.30650043,1,0.5697772,0.6666666666666667,0.29902995,0.5264213239339337,0.4475606844539122
209,79099802,0.4127809,0.3721153,-1.5,1,0.5262968,1,0.22887349,0.6666666666666667,0.44954985,0.5264213239339337,0.4475606844539122
210,79116845,0.8775299,0.3721153,-1.5,1,0.8092565,1,0.9627994,0.6666666666666667,0.67855865,0.5264213239339337,0.4475606844539122
211,79119641,0.34690928,0.3721153,-1.5,1,0.66587013,0,0.3155428,0.6666666666666667,0.49010473,0.5264213239339337,0.4475606844539122
212,79124914,0.7834499,0.3721153,-1.5,1,0.4345742,1,0.46915722,0.6666666666666667,0.770251,0.5264213239339337,0.4475606844539122
213,79126563,0.7450762,0.3721153,-1.5,1,0.3087011,1,0.25491053,0.6666666666666667,0.4741609,0.4335273238862893,0.4475606844539122
214,79162185,0.7681298,0.3721153,-1.5,1,0.7723771,0,0.26382607,0.6666666666666667,0.5621368,0.5264213239339337,0.4475606844539122
215,79167290,0.47952518,0.3721153,-1.5,1,0.1708825,1,0.40409973,0.6666666666666667,0.505028,0.5264213239339337,0.4475606844539122
216,79183224,0.7064518,0.3721153,-1.5,1,0.7137213,1,0.46795335,0.6666666666666667,0.42594182,0.6120959890788692,0.4475606844539122
217,79189887,0.79763806,0.3721153,-1.5,1,0.85683566,0,0.57675177,0.6666666666666667,0.5659153,0.4939908202858536,0.4475606844539122
218,79199826,0.7920357,0.3721153,-1.5,1,0.660372,1,0.42258173,0.6666666666666667,0.69469684,0.8880966564511096,0.4475606844539122
219,79205468,0.6748041,0.3721153,-1.5,1,0.5585153,1,0.41003647,0.6666666666666667,0.65667087,0.3490678893147123,0.29304170059600787
220,79205628,0.7450762,0.3721153,-1.5,1,0.5268604,0,0.23128223,0.6666666666666667,0.6911811,0.39083420171426086,0.4475606844539122
221,79208000,0.66560876,0.3721153,-1.5,1,0.59940594,1,0.42527202,0.6666666666666667,0.5775987,0.5264213239339337,0.001586854542777759
222,79210315,0.5533468,0.3721153,-1.5,1,0.6100855,0,0.25008142,0.6666666666666667,0.5430098,0.5264213239339337,0.0018819006469991714
223,79212067,0.14213035,0.3721153,-1.5,1,0.43448347,0,0.6353041,0.6666666666666667,0.35239887,0.5264213239339337,0.4475606844539122
224,79216243,0.7920357,0.3721153,-1.5,1,0.61992544,1,0.4196218,0.6666666666666667,0.6622552,0.8880966564511096,0.4475606844539122
225,79218516,0.5976794,0.3721153,-1.5,1,0.07992539,1,0.17714716,0.6666666666666667,0.71792275,0.5264213239339337,0.0012918084385563464
